id,rut_personal,id_hora,rut_paciente,fecha_hora,monto,estado,mediopago,bono,boleta,vaucher
2048,73177104-4,489,81768570-2,2025-04-25 09:15:00,2727431,0,0,0,0,0
2049,57378727-6,2990,16625683-2,2025-04-12 14:15:00,3238968,1,3,0,510,0
2050,22767738-4,2520,72795772-4,2025-04-21 11:00:00,50500,0,0,0,0,0
2051,95208514-3,2696,50692374-0,2025-04-07 09:45:00,2506300,0,0,0,0,0
2052,57378727-6,965,10615206-0,2025-04-21 10:45:00,3010000,1,4,0,511,0
2053,73177104-4,7,24554256-3,2025-04-11 14:00:00,2105020,0,0,0,0,0
2054,73177104-4,815,27075358-5,2025-04-20 10:30:00,2800365,1,4,0,512,0
2055,73177104-4,938,78093216-6,2025-04-10 17:30:00,3092497,0,0,0,0,0
2056,22767738-4,2251,81778485-8,2025-05-02 17:45:00,3092497,0,0,0,0,0
2057,95208514-3,1220,99352036-1,2025-04-17 15:00:00,2132690,0,0,0,0,0
2058,94023614-4,1890,24735893-2,2025-04-26 08:30:00,3081058,0,0,0,0,0
2059,22767738-4,1233,50396459-7,2025-04-27 13:15:00,1600123,0,0,0,0,0
2060,73177104-4,3255,50396459-7,2025-04-23 11:45:00,1800999,1,3,0,513,0
2061,73177104-4,602,99550289-1,2025-04-24 13:45:00,2800365,1,3,0,514,0
2062,95208514-3,19,15074844-0,2025-04-27 08:45:00,3120345,1,3,0,515,0
2063,73177104-4,2502,77724461-4,2025-04-10 18:15:00,2132690,0,0,0,0,0
2064,22767738-4,1150,78671018-8,2025-04-20 17:30:00,2506300,0,0,0,0,0
2065,86209409-0,1840,99921909-4,2025-04-08 17:45:00,3238968,0,0,0,0,0
2066,22767738-4,2091,14100953-3,2025-04-28 08:30:00,3238968,0,0,0,0,0
2067,73177104-4,1477,67260949-6,2025-04-24 16:45:00,3010000,1,3,0,516,0
2068,95208514-3,2475,24735893-2,2025-04-02 09:30:00,3092497,0,0,0,0,0
2069,95208514-3,2093,51263568-1,2025-04-18 08:00:00,2132690,1,3,0,517,0
2070,86209409-0,1047,75006543-8,2025-04-07 13:30:00,2132690,0,0,0,0,0
2071,94023614-4,444,28841318-9,2025-04-08 14:15:00,2132690,0,0,0,0,0
2072,57378727-6,2456,65660643-5,2025-04-27 10:15:00,3010000,0,0,0,0,0
2073,86209409-0,1375,29519188-7,2025-04-07 18:00:00,1600123,0,0,0,0,0
2074,86209409-0,2517,13560469-0,2025-04-19 08:30:00,1800999,1,4,0,518,0
2075,73177104-4,1471,25811298-1,2025-04-25 11:45:00,1800999,0,0,0,0,0
2076,22767738-4,1727,20114723-0,2025-04-10 12:00:00,35000,0,0,0,0,0
2077,86209409-0,3090,29962868-0,2025-04-23 09:45:00,3092497,1,2,0,519,255
2078,22767738-4,226,80062558-9,2025-05-03 08:30:00,3010000,0,0,0,0,0
2079,57378727-6,1857,87722745-4,2025-04-13 13:30:00,1800999,0,0,0,0,0
2080,57378727-6,1201,38196101-9,2025-04-02 16:00:00,1750012,0,0,0,0,0
2081,94023614-4,724,36809677-6,2025-04-16 16:00:00,3120345,1,4,0,520,0
2082,57378727-6,3494,40484874-8,2025-04-28 09:00:00,2727431,0,0,0,0,0
2083,86209409-0,1644,16625683-2,2025-04-13 12:15:00,2132690,0,0,0,0,0
2084,22767738-4,3170,78310737-4,2025-04-22 14:00:00,2506300,0,0,0,0,0
2085,94023614-4,978,94761985-0,2025-04-13 16:30:00,3010000,0,0,0,0,0
2086,73177104-4,1504,34310135-9,2025-04-24 08:45:00,2105020,0,0,0,0,0
2087,95208514-3,746,50396459-7,2025-04-10 11:45:00,25300,1,2,6,0,256
2088,22767738-4,1953,41515034-6,2025-04-24 17:15:00,2105020,1,3,0,521,0
2089,22767738-4,3056,32340622-6,2025-04-21 15:15:00,2820245,0,0,0,0,0
2090,94023614-4,3034,24554256-3,2025-04-21 12:15:00,1750012,0,0,0,0,0
2091,95208514-3,832,97372190-1,2025-04-08 15:15:00,50500,0,0,0,0,0
2092,86209409-0,2147,60334032-8,2025-04-10 10:45:00,2086651,0,0,0,0,0
2093,94023614-4,3560,29519188-7,2025-04-27 11:15:00,2820245,0,0,0,0,0
2094,86209409-0,1640,65310865-3,2025-04-15 18:15:00,2506300,0,0,0,0,0
2095,86209409-0,202,69482795-6,2025-04-26 10:45:00,3120345,0,0,0,0,0
2096,22767738-4,581,66264861-2,2025-04-12 08:45:00,2105020,0,0,0,0,0
2097,94023614-4,2433,25811298-1,2025-04-08 14:30:00,2727431,0,0,0,0,0
2098,95208514-3,2750,63952204-2,2025-04-30 16:00:00,2132690,0,0,0,0,0
2099,95208514-3,2341,48263743-9,2025-04-12 08:15:00,1600123,0,0,0,0,0
2100,57378727-6,158,50066254-1,2025-04-05 10:45:00,2800365,1,1,0,522,257
2101,95208514-3,1285,45152877-6,2025-04-26 18:30:00,3092497,0,0,0,0,0
2102,57378727-6,2704,86853828-8,2025-04-25 09:30:00,2727431,0,0,0,0,0
2103,95208514-3,3449,93827792-4,2025-04-17 11:45:00,3010000,1,1,0,523,258
2104,86209409-0,2706,48263743-9,2025-04-05 16:45:00,2105020,0,0,0,0,0
2105,86209409-0,684,58501550-1,2025-04-22 11:15:00,1600123,0,0,0,0,0
2106,73177104-4,3440,66264861-2,2025-04-19 16:15:00,3081058,0,0,0,0,0
2107,94023614-4,545,41515034-6,2025-05-01 14:30:00,2800365,0,0,0,0,0
2108,95208514-3,2470,78093216-6,2025-04-28 11:15:00,3081058,0,0,0,0,0
2109,95208514-3,920,79159576-1,2025-04-27 15:30:00,50500,1,4,0,524,0
2110,73177104-4,2030,19557494-0,2025-04-03 15:30:00,2086651,0,0,0,0,0
2111,57378727-6,3188,22212788-6,2025-04-20 11:00:00,2727431,0,0,0,0,0
2112,57378727-6,3588,78662663-0,2025-04-09 17:00:00,2132690,0,0,0,0,0
2113,86209409-0,769,51072055-5,2025-04-18 09:45:00,3120345,0,0,0,0,0
2114,73177104-4,885,12429516-4,2025-04-18 17:45:00,2132690,1,3,0,525,0
2115,95208514-3,1780,57891601-9,2025-04-29 13:00:00,50500,1,1,0,526,259
2116,57378727-6,3648,85188169-7,2025-04-27 11:30:00,1600123,0,0,0,0,0
2117,95208514-3,3212,20940665-3,2025-04-16 09:15:00,3092497,0,0,0,0,0
2118,94023614-4,562,11852079-8,2025-04-07 11:30:00,1600123,0,0,0,0,0
2119,73177104-4,721,49261253-8,2025-04-05 14:00:00,2820245,1,2,0,527,260
2120,57378727-6,2882,28841318-9,2025-04-30 12:15:00,1600123,0,0,0,0,0
2121,73177104-4,1163,32818392-4,2025-04-07 09:45:00,2800365,0,0,0,0,0
2122,86209409-0,2314,45846060-8,2025-04-17 18:30:00,3092497,1,1,0,528,261
2123,73177104-4,848,24554256-3,2025-04-29 08:00:00,1800999,0,0,0,0,0
2124,22767738-4,3378,12429516-4,2025-04-23 15:30:00,1800999,0,0,0,0,0
2125,73177104-4,1360,67260949-6,2025-04-08 11:15:00,50500,0,0,0,0,0
2126,57378727-6,1215,95595189-5,2025-04-17 08:45:00,3010000,1,2,0,529,262
2127,86209409-0,2064,37926941-4,2025-04-16 16:15:00,2506300,0,0,0,0,0
2128,86209409-0,319,85188169-7,2025-04-04 17:15:00,3120345,1,3,0,530,0
2129,57378727-6,278,51072055-5,2025-04-04 18:15:00,1600123,0,0,0,0,0
2130,73177104-4,2104,58719444-0,2025-04-08 15:30:00,3092497,0,0,0,0,0
2131,86209409-0,597,72795772-4,2025-04-06 18:45:00,1600123,0,0,0,0,0
2132,86209409-0,2496,55322795-0,2025-04-22 14:30:00,1800999,0,0,0,0,0
2133,94023614-4,3080,63708168-9,2025-04-03 10:30:00,2506300,0,0,0,0,0
2134,57378727-6,2777,65999494-0,2025-04-20 08:45:00,1800999,0,0,0,0,0
2135,94023614-4,740,12457845-7,2025-04-06 08:45:00,50500,1,2,0,531,263
2136,94023614-4,945,48411300-7,2025-04-19 09:30:00,3010000,0,0,0,0,0
2137,94023614-4,3217,50672725-4,2025-04-16 18:15:00,2132690,1,2,0,532,264
2138,86209409-0,3283,57891601-9,2025-04-25 12:45:00,3081058,0,0,0,0,0
2139,95208514-3,1568,53699466-8,2025-04-04 13:00:00,2086651,0,0,0,0,0
2140,94023614-4,3554,25422399-6,2025-04-09 16:30:00,2800365,0,0,0,0,0
2141,57378727-6,2572,35405564-1,2025-04-11 09:45:00,2506300,0,0,0,0,0
2142,95208514-3,2366,76332098-2,2025-04-20 12:30:00,3092497,1,3,0,533,0
2143,94023614-4,3637,81778485-8,2025-04-18 09:00:00,2132690,1,1,0,534,265
2144,94023614-4,2678,85188169-7,2025-04-16 14:15:00,2086651,0,0,0,0,0
2145,57378727-6,2695,17091110-7,2025-04-23 15:00:00,2132690,0,0,0,0,0
2146,86209409-0,2414,37926941-4,2025-04-17 13:00:00,2820245,0,0,0,0,0
2147,22767738-4,2940,27423273-6,2025-04-28 08:15:00,2105020,1,1,0,535,266
2148,73177104-4,1540,58501550-1,2025-04-11 13:00:00,2800365,0,0,0,0,0
2149,57378727-6,1747,48863238-8,2025-04-26 15:30:00,2800365,0,0,0,0,0
2150,95208514-3,268,78310737-4,2025-04-12 09:00:00,1600123,0,0,0,0,0
2151,22767738-4,1438,56565081-1,2025-04-14 13:30:00,2800365,1,1,0,536,267
2152,94023614-4,1734,36428633-7,2025-04-13 16:00:00,3081058,0,0,0,0,0
2153,57378727-6,3511,21509837-2,2025-04-04 10:45:00,3010000,0,0,0,0,0
2154,22767738-4,3045,66594934-8,2025-04-20 16:00:00,1600123,0,0,0,0,0
2155,57378727-6,2411,74803113-9,2025-04-24 10:00:00,1750012,0,0,0,0,0
2156,95208514-3,1962,61617949-1,2025-04-20 15:15:00,3081058,0,0,0,0,0
2157,95208514-3,205,11592484-9,2025-04-16 13:15:00,1800999,0,0,0,0,0
2158,57378727-6,1091,90438698-1,2025-05-01 09:15:00,2800365,0,0,0,0,0
2159,57378727-6,1591,94152364-3,2025-04-21 10:45:00,1800999,1,4,0,537,0
2160,94023614-4,1582,55790193-3,2025-04-11 08:45:00,3081058,0,0,0,0,0
2161,57378727-6,2935,93827792-4,2025-04-28 08:45:00,1600123,0,0,0,0,0
2162,86209409-0,1120,67552699-5,2025-04-06 15:45:00,3120345,0,0,0,0,0
2163,86209409-0,130,13560469-0,2025-04-20 17:15:00,3120345,0,0,0,0,0
2164,57378727-6,366,21870177-9,2025-04-04 14:45:00,2727431,0,0,0,0,0
2165,22767738-4,3368,13087595-1,2025-04-17 11:00:00,3120345,0,0,0,0,0
2166,95208514-3,3203,39145977-2,2025-04-12 14:00:00,2132690,1,2,0,538,268
2167,57378727-6,3055,67552699-5,2025-04-05 11:30:00,3010000,0,0,0,0,0
2168,95208514-3,300,89765444-6,2025-04-03 11:15:00,1600123,0,0,0,0,0
2169,95208514-3,3155,31462078-5,2025-04-28 15:30:00,1750012,0,0,0,0,0
2170,95208514-3,3397,87751822-9,2025-04-18 16:00:00,1750012,0,0,0,0,0
2171,22767738-4,464,82205587-1,2025-04-20 14:15:00,2506300,0,0,0,0,0
2172,73177104-4,1721,34310135-9,2025-04-16 13:30:00,1800999,0,0,0,0,0
2173,22767738-4,806,45475720-7,2025-04-19 15:45:00,3081058,0,0,0,0,0
2174,86209409-0,379,89066256-8,2025-04-05 15:30:00,3120345,0,0,0,0,0
2175,86209409-0,1457,62237414-5,2025-04-22 11:00:00,2800365,0,0,0,0,0
2176,86209409-0,2039,21870177-9,2025-04-04 17:30:00,2800365,1,4,0,539,0
2177,94023614-4,1446,12802093-1,2025-04-29 16:30:00,2727431,1,3,0,540,0
2178,22767738-4,953,14100953-3,2025-04-17 12:45:00,3120345,0,0,0,0,0
2179,95208514-3,2116,30716561-0,2025-04-16 13:30:00,1600123,1,2,0,541,269
2180,95208514-3,157,68234030-5,2025-04-13 10:15:00,50500,1,1,0,542,270
2181,94023614-4,3520,90788070-1,2025-04-19 13:15:00,3238968,0,0,0,0,0
2182,22767738-4,84,68316971-1,2025-04-12 09:00:00,35000,0,0,0,0,0
2183,95208514-3,1615,93827792-4,2025-04-16 09:00:00,2727431,1,1,0,543,271
2184,94023614-4,156,62614900-0,2025-04-17 17:45:00,50500,1,4,0,544,0
2185,22767738-4,821,29962868-0,2025-04-28 17:00:00,1800999,0,0,0,0,0
2186,86209409-0,1406,60775663-1,2025-04-29 17:30:00,35000,0,0,0,0,0
2187,86209409-0,1804,59644030-9,2025-04-26 12:00:00,1750012,0,0,0,0,0
2188,95208514-3,759,35405564-1,2025-04-02 10:15:00,3081058,0,0,0,0,0
2189,57378727-6,2984,41416859-6,2025-04-23 18:30:00,1800999,1,2,0,545,272
2190,94023614-4,1631,21870177-9,2025-04-11 11:15:00,3120345,0,0,0,0,0
2191,57378727-6,541,75563674-2,2025-04-03 09:00:00,3120345,0,0,0,0,0
2192,73177104-4,2223,56809478-6,2025-04-21 18:30:00,3092497,1,4,0,546,0
2193,57378727-6,1278,29519188-7,2025-04-19 15:15:00,2506300,1,1,0,547,273
2194,86209409-0,2798,44920115-1,2025-04-09 09:15:00,2727431,0,0,0,0,0
2195,22767738-4,2995,90206203-1,2025-04-02 12:00:00,2820245,0,0,0,0,0
2196,57378727-6,2598,28592060-1,2025-04-20 09:45:00,1600123,1,3,0,548,0
2197,95208514-3,1903,80062558-9,2025-04-30 11:00:00,2506300,0,0,0,0,0
2198,73177104-4,587,70812597-6,2025-04-12 13:15:00,1750012,0,0,0,0,0
2199,86209409-0,841,33424109-6,2025-04-14 15:15:00,1800999,0,0,0,0,0
2200,22767738-4,1986,11981843-5,2025-04-28 13:45:00,3238968,0,0,0,0,0
2201,22767738-4,3480,25939458-6,2025-04-06 13:45:00,3010000,1,4,0,549,0
2202,86209409-0,1464,12031991-9,2025-04-29 09:00:00,50500,0,0,0,0,0
2203,94023614-4,345,16625683-2,2025-04-19 11:00:00,2132690,0,0,0,0,0
2204,94023614-4,709,87751822-9,2025-04-05 16:00:00,3092497,0,0,0,0,0
2205,73177104-4,1366,25811298-1,2025-04-24 10:15:00,35000,0,0,0,0,0
2206,22767738-4,622,25422399-6,2025-04-12 13:45:00,2727431,0,0,0,0,0
2207,57378727-6,3462,27423273-6,2025-04-17 14:30:00,2105020,1,2,0,550,274
2208,57378727-6,2163,22519178-2,2025-04-19 17:15:00,2506300,0,0,0,0,0
2209,57378727-6,3640,87997004-2,2025-04-12 17:00:00,1600123,0,0,0,0,0
2210,95208514-3,2937,61864673-3,2025-04-29 12:45:00,3238968,0,0,0,0,0
2211,95208514-3,2558,49190437-8,2025-04-24 17:45:00,1600123,0,0,0,0,0
2212,95208514-3,2140,59644030-9,2025-04-12 10:30:00,2132690,0,0,0,0,0
2213,95208514-3,94,35405564-1,2025-04-29 10:30:00,50500,1,3,0,551,0
2214,57378727-6,192,27423273-6,2025-04-26 11:45:00,3010000,1,3,0,552,0
2215,95208514-3,1930,11852079-8,2025-04-10 10:15:00,1800999,0,0,0,0,0
2216,22767738-4,2893,96253618-2,2025-04-04 15:15:00,3092497,0,0,0,0,0
2217,94023614-4,497,90889318-2,2025-04-09 09:15:00,2086651,1,1,0,553,275
2218,73177104-4,1882,78310737-4,2025-04-18 14:30:00,2820245,1,1,0,554,276
2219,86209409-0,2458,35405564-1,2025-04-27 09:00:00,2105020,1,1,0,555,277
2220,94023614-4,3351,21398093-5,2025-04-11 18:15:00,2105020,0,0,0,0,0
2221,22767738-4,2581,58719444-0,2025-04-26 18:15:00,3092497,0,0,0,0,0
2222,95208514-3,2585,49291952-0,2025-04-25 17:30:00,1750012,1,4,0,556,0
2223,73177104-4,688,49291952-0,2025-04-10 13:15:00,2086651,0,0,0,0,0
2224,57378727-6,1376,48322668-8,2025-04-16 18:30:00,3010000,0,0,0,0,0
2225,94023614-4,2249,33791677-0,2025-04-09 17:00:00,1600123,0,0,0,0,0
2226,22767738-4,2772,94152364-3,2025-04-06 15:00:00,1800999,0,0,0,0,0
2227,57378727-6,2232,92670172-1,2025-04-20 15:00:00,1750012,0,0,0,0,0
2228,73177104-4,592,87997004-2,2025-04-16 18:45:00,2506300,0,0,0,0,0
2229,86209409-0,2452,32090021-3,2025-04-01 15:00:00,35000,0,0,0,0,0
2230,22767738-4,1894,15074844-0,2025-04-24 11:15:00,3092497,0,0,0,0,0
2231,73177104-4,403,23124705-7,2025-04-25 11:00:00,35000,0,0,0,0,0
2232,86209409-0,1132,90889318-2,2025-04-18 17:15:00,3238968,0,0,0,0,0
2233,95208514-3,931,93738834-2,2025-04-07 09:30:00,3010000,0,0,0,0,0
2234,22767738-4,2679,51263568-1,2025-04-11 17:30:00,2105020,0,0,0,0,0
2235,73177104-4,2890,65999494-0,2025-04-29 13:15:00,3010000,1,4,0,557,0
2236,57378727-6,1086,87997004-2,2025-04-03 09:15:00,2820245,0,0,0,0,0
2237,57378727-6,146,29962868-0,2025-04-30 14:30:00,1600123,0,0,0,0,0
2238,86209409-0,1710,51992140-2,2025-04-04 15:30:00,3092497,0,0,0,0,0
2239,94023614-4,2528,36809677-6,2025-04-15 16:30:00,35000,0,0,0,0,0
2240,73177104-4,3437,24554256-3,2025-04-06 09:30:00,3081058,0,0,0,0,0
2241,94023614-4,1782,53699466-8,2025-04-22 12:30:00,2506300,0,0,0,0,0
2242,73177104-4,3555,58719444-0,2025-04-09 13:30:00,50500,1,1,0,558,278
2243,86209409-0,453,41416859-6,2025-04-12 12:30:00,2727431,0,0,0,0,0
2244,73177104-4,2478,82205587-1,2025-04-16 14:15:00,1750012,0,0,0,0,0
2245,86209409-0,2486,69482795-6,2025-04-09 15:00:00,2506300,0,0,0,0,0
2246,73177104-4,2338,84295710-6,2025-04-14 12:00:00,1600123,1,2,0,559,279
2247,22767738-4,1004,31462078-5,2025-04-05 15:45:00,2727431,0,0,0,0,0
2248,94023614-4,3594,56565081-1,2025-04-17 13:45:00,1600123,0,0,0,0,0
2249,86209409-0,23,64744316-9,2025-04-19 10:15:00,1600123,0,0,0,0,0
2250,94023614-4,2668,98275857-9,2025-04-24 17:15:00,2800365,0,0,0,0,0
2251,94023614-4,1562,23572980-4,2025-04-16 09:00:00,50500,0,0,0,0,0
2252,94023614-4,1112,14540200-5,2025-04-06 16:00:00,2105020,0,0,0,0,0
2253,57378727-6,2042,97926155-6,2025-04-28 16:30:00,3081058,0,0,0,0,0
2254,22767738-4,1712,23788335-3,2025-04-24 15:30:00,2086651,0,0,0,0,0
2255,95208514-3,1216,91096368-2,2025-04-21 12:45:00,1800999,0,0,0,0,0
2256,95208514-3,9,62903851-4,2025-04-24 18:15:00,1800999,1,4,0,560,0
2257,94023614-4,1342,72424451-8,2025-04-27 15:45:00,2820245,0,0,0,0,0
2258,57378727-6,879,22769853-9,2025-04-13 11:45:00,2820245,1,3,0,561,0
2259,95208514-3,596,62903851-4,2025-04-27 12:45:00,1800999,0,0,0,0,0
2260,94023614-4,1016,51263568-1,2025-04-10 10:15:00,2727431,0,0,0,0,0
2261,86209409-0,360,17091110-7,2025-04-26 08:30:00,2800365,0,0,0,0,0
2262,57378727-6,1518,31950796-6,2025-05-02 08:30:00,1750012,0,0,0,0,0
2263,95208514-3,2549,16625683-2,2025-04-27 14:15:00,2105020,1,4,0,562,0
2264,57378727-6,1630,65310865-3,2025-04-21 17:30:00,2105020,1,1,0,563,280
2265,94023614-4,2173,78943450-5,2025-04-09 15:30:00,1800999,1,4,0,564,0
2266,94023614-4,2809,11852079-8,2025-04-03 09:00:00,1800999,1,4,0,565,0
2267,86209409-0,919,89066256-8,2025-04-10 16:45:00,3092497,0,0,0,0,0
2268,73177104-4,3434,49873347-8,2025-04-26 08:30:00,2727431,1,2,0,566,281
2269,22767738-4,1656,40521119-8,2025-04-21 15:15:00,3238968,0,0,0,0,0
2270,94023614-4,3177,51072055-5,2025-04-23 09:45:00,3010000,0,0,0,0,0
2271,73177104-4,846,51992140-2,2025-04-12 15:15:00,2086651,0,0,0,0,0
2272,95208514-3,3263,24554256-3,2025-04-11 13:15:00,1800999,0,0,0,0,0
2273,94023614-4,2372,31950796-6,2025-04-20 13:15:00,1800999,0,0,0,0,0
2274,57378727-6,72,19015534-8,2025-04-09 17:30:00,2086651,0,0,0,0,0
2275,86209409-0,2111,78093216-6,2025-04-12 15:15:00,1600123,0,0,0,0,0
2276,57378727-6,2096,68316971-1,2025-04-13 10:45:00,2727431,0,0,0,0,0
2277,22767738-4,3517,79018541-2,2025-04-04 14:30:00,3238968,0,0,0,0,0
2278,94023614-4,1440,22212788-6,2025-04-20 11:45:00,50500,0,0,0,0,0
2279,94023614-4,2568,68316971-1,2025-04-14 16:30:00,35000,0,0,0,0,0
2280,22767738-4,605,94361312-4,2025-04-14 17:00:00,2105020,1,3,0,567,0
2281,86209409-0,27,64355233-5,2025-04-25 13:15:00,3010000,0,0,0,0,0
2282,95208514-3,2917,86332222-2,2025-04-15 16:00:00,3081058,0,0,0,0,0
2283,94023614-4,447,65999494-0,2025-04-01 14:30:00,3081058,0,0,0,0,0
2284,94023614-4,2309,11592484-9,2025-04-11 13:30:00,3238968,1,4,0,568,0
2285,73177104-4,1173,51072055-5,2025-04-10 09:00:00,3120345,0,0,0,0,0
2286,22767738-4,1788,81164868-4,2025-04-15 16:00:00,3092497,0,0,0,0,0
2287,73177104-4,2509,77724461-4,2025-04-21 08:15:00,50500,1,3,0,569,0
2288,73177104-4,956,33424109-6,2025-04-07 11:30:00,3120345,0,0,0,0,0
2289,22767738-4,1638,32601187-2,2025-04-09 12:30:00,3120345,0,0,0,0,0
2290,57378727-6,1725,43024906-8,2025-04-28 09:00:00,3120345,1,3,0,570,0
2291,73177104-4,276,78785402-2,2025-04-06 18:30:00,1600123,1,4,0,571,0
2292,22767738-4,15,87722745-4,2025-04-11 09:30:00,3238968,1,2,0,572,282
2293,95208514-3,2083,55223444-3,2025-04-04 09:00:00,1600123,1,2,0,573,283
2294,73177104-4,1050,74803113-9,2025-04-28 15:45:00,2820245,0,0,0,0,0
2295,57378727-6,859,29519188-7,2025-04-24 14:00:00,2506300,1,3,0,574,0
2296,22767738-4,1561,97372190-1,2025-04-16 09:30:00,3010000,1,3,0,575,0
2297,73177104-4,2041,31950796-6,2025-04-25 10:45:00,3120345,0,0,0,0,0
2298,57378727-6,3269,55223444-3,2025-04-02 10:45:00,2105020,0,0,0,0,0
2299,57378727-6,982,78093216-6,2025-04-16 15:00:00,2820245,0,0,0,0,0
2300,95208514-3,2652,36809677-6,2025-04-07 18:45:00,1600123,0,0,0,0,0
2301,57378727-6,508,49291952-0,2025-04-27 14:00:00,3238968,0,0,0,0,0
2302,86209409-0,2981,20114723-0,2025-04-15 10:30:00,3238968,1,3,0,576,0
2303,73177104-4,1704,40884415-9,2025-04-16 10:45:00,1800999,0,0,0,0,0
2304,86209409-0,1405,84295710-6,2025-04-18 17:00:00,2105020,0,0,0,0,0
2305,73177104-4,3426,46367453-0,2025-04-05 15:30:00,2820245,0,0,0,0,0
2306,94023614-4,1407,51009521-0,2025-04-29 18:30:00,2727431,0,0,0,0,0
2307,57378727-6,749,81768570-2,2025-04-24 10:15:00,35000,1,4,0,0,0
2308,22767738-4,309,28592060-1,2025-04-16 11:30:00,2105020,0,0,0,0,0
2309,57378727-6,59,23124705-7,2025-04-19 17:00:00,3092497,0,0,0,0,0
2310,95208514-3,2068,25422399-6,2025-04-13 14:30:00,3010000,0,0,0,0,0
2311,57378727-6,2941,80062558-9,2025-04-18 09:30:00,3092497,0,0,0,0,0
2312,73177104-4,335,68040732-2,2025-04-26 17:30:00,35000,0,0,0,0,0
2313,57378727-6,2813,92670172-1,2025-04-09 16:30:00,3238968,0,0,0,0,0
2314,57378727-6,486,11458745-0,2025-04-18 14:45:00,2820245,0,0,0,0,0
2315,73177104-4,2145,46930558-3,2025-04-09 14:00:00,1800999,0,0,0,0,0
2316,57378727-6,2782,90438698-1,2025-04-09 10:45:00,2086651,0,0,0,0,0
2317,73177104-4,1397,22212788-6,2025-04-12 11:00:00,1800999,0,0,0,0,0
2318,95208514-3,1578,24595395-3,2025-04-10 08:45:00,25300,0,0,0,0,0
2319,57378727-6,3105,45623694-9,2025-04-11 18:00:00,3238968,0,0,0,0,0
2320,57378727-6,2739,68316971-1,2025-04-03 17:15:00,2086651,0,0,0,0,0
2321,86209409-0,1819,34310135-9,2025-04-26 16:45:00,1750012,1,4,0,577,0
2322,57378727-6,766,40484874-8,2025-04-29 14:45:00,3010000,1,1,0,578,284
2323,22767738-4,1154,91766615-6,2025-04-18 15:00:00,3120345,0,0,0,0,0
2324,22767738-4,3322,11852079-8,2025-04-22 18:30:00,2800365,1,4,0,579,0
2325,22767738-4,1404,31462078-5,2025-04-07 11:00:00,3238968,0,0,0,0,0
2326,94023614-4,2312,58501550-1,2025-04-02 08:45:00,35000,0,0,0,0,0
2327,73177104-4,1077,40388373-6,2025-04-29 14:45:00,1800999,1,4,0,580,0
2328,86209409-0,2840,78310737-4,2025-04-28 11:30:00,2132690,1,4,0,581,0
2329,95208514-3,3628,15869307-3,2025-04-02 15:45:00,25300,0,0,0,0,0
2330,22767738-4,960,53407302-6,2025-04-23 15:15:00,3092497,0,0,0,0,0
2331,86209409-0,2991,85033698-2,2025-04-16 13:30:00,1750012,1,2,0,582,285
2332,22767738-4,25,87751822-9,2025-04-16 14:30:00,2132690,0,0,0,0,0
2333,86209409-0,3310,17091110-7,2025-04-15 16:45:00,2086651,0,0,0,0,0
2334,95208514-3,591,78785402-2,2025-04-05 09:00:00,3010000,0,0,0,0,0
2335,95208514-3,2483,23788335-3,2025-04-27 11:15:00,3120345,1,3,0,583,0
2336,22767738-4,504,45475720-7,2025-04-22 11:45:00,50500,0,0,0,0,0
2337,95208514-3,1250,99921909-4,2025-04-02 11:15:00,2820245,0,0,0,0,0
2338,22767738-4,2031,92670172-1,2025-04-03 09:00:00,3081058,0,0,0,0,0
2339,73177104-4,2472,47192537-4,2025-04-28 11:15:00,3120345,1,1,0,584,286
2340,22767738-4,1338,27075358-5,2025-04-16 17:30:00,2506300,0,0,0,0,0
2341,73177104-4,1622,87722745-4,2025-04-27 17:00:00,2105020,0,0,0,0,0
2342,73177104-4,3666,94152364-3,2025-04-15 17:30:00,1800999,0,0,0,0,0
2343,86209409-0,3319,48115949-8,2025-04-22 15:15:00,2727431,0,0,0,0,0
2344,73177104-4,1123,22769853-9,2025-05-03 14:00:00,1750012,1,1,0,585,287
2345,94023614-4,1690,90160627-1,2025-04-06 08:30:00,2727431,1,1,0,586,288
2346,73177104-4,189,63952204-2,2025-04-20 16:30:00,2800365,0,0,0,0,0
2347,86209409-0,2204,91766615-6,2025-05-01 10:30:00,2820245,0,0,0,0,0
2348,86209409-0,3495,16251209-1,2025-04-15 18:15:00,35000,1,4,0,0,0
2349,22767738-4,3126,72795772-4,2025-04-28 08:00:00,2132690,0,0,0,0,0
2350,95208514-3,772,15347792-3,2025-04-12 09:15:00,1800999,0,0,0,0,0
2351,57378727-6,3418,23788335-3,2025-04-27 14:15:00,1800999,1,3,0,587,0
2352,86209409-0,3608,21774192-3,2025-04-13 13:30:00,1600123,0,0,0,0,0
2353,94023614-4,35,97926155-6,2025-04-30 10:15:00,2800365,0,0,0,0,0
2354,94023614-4,3538,61617949-1,2025-04-05 08:15:00,3120345,1,1,0,588,289
2355,94023614-4,137,80061523-7,2025-05-02 11:30:00,2820245,0,0,0,0,0
2356,57378727-6,210,62614900-0,2025-04-06 11:45:00,3120345,0,0,0,0,0
2357,57378727-6,968,47192537-4,2025-04-06 17:30:00,1600123,0,0,0,0,0
2358,94023614-4,2006,27423273-6,2025-04-10 16:00:00,1600123,0,0,0,0,0
2359,22767738-4,1884,25422399-6,2025-04-19 16:15:00,2800365,0,0,0,0,0
